Ligand	Receptor	Mediator	TF	Target
CEACAM1	HAVCR2	FYN,IL2RG	LTA	BIRC3
CEACAM1	HAVCR2	LCK,IL2RG	LTA	BIRC3
CEACAM1	HAVCR2	FYN,IL7R	LTA	BIRC3
CEACAM1	HAVCR2	FYN,IL3RA	LTA	BIRC3
CEACAM1	HAVCR2	VAV1,IL3RA	LTA	BIRC3
CEACAM1	HAVCR2	VAV1,CSF2RA	LTA	BIRC3
CEACAM1	HAVCR2	LCK,CSF2RA	LTA	BIRC3
CEACAM1	HAVCR2	LCK,IL2RA	LTA	BIRC3
CEACAM1	HAVCR2	FYN	CAV1	FYN,ENPP2
CEACAM1	HAVCR2	MTMR1	CAV1	FYN,ENPP2
CEACAM1	HAVCR2	LCK	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
CEACAM1	HAVCR2	FYN	CD28	IFNG,PRF1
CEACAM1	HAVCR2	VAV1	CD28	IFNG,PRF1
CEACAM1	HAVCR2	LCK	CD28	IFNG,PRF1
CEACAM1	HAVCR2	FYN	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
CEACAM1	HAVCR2	LCK	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
CEACAM1	HAVCR2	FYN	CD80	IFNG,PRF1
CEACAM1	HAVCR2	VAV1	CD80	IFNG,PRF1
CEACAM1	HAVCR2	LCK	CD80	IFNG,PRF1
CEACAM1	HAVCR2	FYN	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
CEACAM1	HAVCR2	LCK	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
CEACAM1	HAVCR2	FYN,SLAMF1	CHRNA5	CASP1
CEACAM1	HAVCR2	LCK,SLAMF1	CHRNA5	CASP1
CEACAM1	HAVCR2	FYN	CD247	IFNG,FASLG,PRF1
CEACAM1	HAVCR2	VAV1	CD247	IFNG,FASLG,PRF1
CEACAM1	HAVCR2	LCK	CD247	IFNG,FASLG,PRF1
CEACAM1	HAVCR2		FYN	IRF7
CEACAM1	HAVCR2	VAV1,CSF2	MYD88	IFIT2,ISG15,MIR146A
CEACAM1	HAVCR2	LCK,CSF2	MYD88	IFIT2,ISG15,MIR146A
CEACAM1	HAVCR2	VAV1	CXCR4	VIM
CEACAM1	HAVCR2	FYN,ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
CEACAM1	HAVCR2	LCK,ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
CEACAM1	HAVCR2	FYN,FASLG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,FASLG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,STAT5A	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,STAT5A	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,STAT4	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,STAT4	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,IL7R	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,STAT5B	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,STAT5B	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,IL3RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	VAV1,IL3RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	VAV1,CSF2	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,CSF2	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	VAV1,CSF2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,CSF2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,IL2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	VAV1,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM1	HAVCR2	LCK,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM1	HAVCR2	FYN,CD48	IL18RAP	IFNG
CEACAM1	HAVCR2	LCK,CD48	IL18RAP	IFNG
CEACAM1	HAVCR2	FYN	CD3D	IFNG,PRF1
CEACAM1	HAVCR2	LPCAT4	CD3D	IFNG,PRF1
CEACAM1	HAVCR2	LCK	CD3D	IFNG,PRF1
CEACAM1	HAVCR2	FYN,CLIC5	P2RX7	ENPP2
CEACAM1	HAVCR2	FYN,ITGB2	P2RX7	ENPP2
CEACAM1	HAVCR2	VAV1,ITGB2	P2RX7	ENPP2
CEACAM1	HAVCR2	LCK,ITGB2	P2RX7	ENPP2
CEACAM1	HAVCR2	FYN,HSPA1A	P2RX7	ENPP2
CEACAM1	HAVCR2	FYN,RORA	RGS2	CREM,HSPA1A
CEACAM1	HAVCR2	LCK,RORA	RGS2	CREM,HSPA1A
CEACAM1	HAVCR2	FYN	CD8B	PRF1
CEACAM1	HAVCR2	LCK	CD8B	PRF1
CEACAM1	HAVCR2	VAV1	CSF2	CD80,CCR7,MIR146A
CEACAM1	HAVCR2	LCK	CSF2	CD80,CCR7,MIR146A
CEACAM1	HAVCR2	FYN	HLA-DRA	IFNG
CEACAM1	HAVCR2	LCK	HLA-DRA	IFNG
CEACAM1	HAVCR2	FYN	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
CEACAM1	HAVCR2	LCK	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
CEACAM1	HAVCR2	FYN	CD8A	PRF1
CEACAM1	HAVCR2	LCK	CD8A	PRF1
CEACAM1	HAVCR2	FYN	TRAC	IFNG,PRF1
CEACAM1	HAVCR2	LCK	TRAC	IFNG,PRF1
CEACAM1	HAVCR2	FYN,STAT4	EBI3	IFNG
CEACAM1	HAVCR2	LCK,STAT4	EBI3	IFNG
CEACAM1	HAVCR2	FYN,CAV1	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	MTMR1,CAV1	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	FYN,IL2RG	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	LCK,IL2RG	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	FYN,IL7R	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	FYN,CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	VAV1,CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	LCK,CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	FYN,IL3RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	VAV1,IL3RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	FYN,HLA-DRA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	LCK,HLA-DRA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	VAV1,CSF2	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	LCK,CSF2	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	VAV1,CSF2RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	LCK,CSF2RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	LCK,PTPN6	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	LCK,IL2RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM1	HAVCR2	FYN,RORA	CREM	PER1
CEACAM1	HAVCR2	LCK,RORA	CREM	PER1
CEACAM1	HAVCR2	FYN,HSPA1A	CREM	PER1
CEACAM1	HAVCR2	FYN	PRKCQ	FASLG
CEACAM1	HAVCR2	VAV1	PRKCQ	FASLG
CEACAM1	HAVCR2	LCK	PRKCQ	FASLG
TFF3	CXCR4		PTPN6	CCL5
ZG16B	CXCR4		PTPN6	CCL5
TFF3	CXCR4	STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
ZG16B	CXCR4	STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
TFF3	CXCR4	STAT5A	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
ZG16B	CXCR4	STAT5A	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
TFF3	CXCR4	STAT5B	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
ZG16B	CXCR4	STAT5B	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
TFF3	CXCR4	PTPN6	CD3G	IFNG,PRF1
ZG16B	CXCR4	PTPN6	CD3G	IFNG,PRF1
TFF3	CXCR4	RAC2	CD3G	IFNG,PRF1
ZG16B	CXCR4	RAC2	CD3G	IFNG,PRF1
TFF3	CXCR4	VAV1	CD3G	IFNG,PRF1
ZG16B	CXCR4	VAV1	CD3G	IFNG,PRF1
TFF3	CXCR4	GNG4	CD3G	IFNG,PRF1
ZG16B	CXCR4	GNG4	CD3G	IFNG,PRF1
TFF3	CXCR4	PIK3R6	CD3G	IFNG,PRF1
ZG16B	CXCR4	PIK3R6	CD3G	IFNG,PRF1
TFF3	CXCR4	LCK	CD3G	IFNG,PRF1
ZG16B	CXCR4	LCK	CD3G	IFNG,PRF1
TFF3	CXCR4	GNG2	CD3G	IFNG,PRF1
ZG16B	CXCR4	GNG2	CD3G	IFNG,PRF1
TFF3	CXCR4	KLRC2	CD3G	IFNG,PRF1
ZG16B	CXCR4	KLRC2	CD3G	IFNG,PRF1
TFF3	CXCR4		STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
ZG16B	CXCR4		STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
TFF3	CXCR4	CD74	RORA	UHRF2,JAKMIP2
ZG16B	CXCR4	CD74	RORA	UHRF2,JAKMIP2
TFF3	CXCR4	BIRC3	RORA	UHRF2,JAKMIP2
ZG16B	CXCR4	BIRC3	RORA	UHRF2,JAKMIP2
TFF3	CXCR4	P2RY10	RORA	UHRF2,JAKMIP2
ZG16B	CXCR4	P2RY10	RORA	UHRF2,JAKMIP2
TFF3	CXCR4	RAC2	RORA	UHRF2,JAKMIP2
ZG16B	CXCR4	RAC2	RORA	UHRF2,JAKMIP2
TFF3	CXCR4	LCK	RORA	UHRF2,JAKMIP2
ZG16B	CXCR4	LCK	RORA	UHRF2,JAKMIP2
TFF3	CXCR4	GNG2	RORA	UHRF2,JAKMIP2
ZG16B	CXCR4	GNG2	RORA	UHRF2,JAKMIP2
TFF3	CXCR4	BIRC3	LTA	BIRC3
ZG16B	CXCR4	BIRC3	LTA	BIRC3
TFF3	CXCR4		CAV1	FYN,ENPP2
ZG16B	CXCR4		CAV1	FYN,ENPP2
TFF3	CXCR4	STAT5A	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
ZG16B	CXCR4	STAT5A	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
TFF3	CXCR4	STAT5B	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
ZG16B	CXCR4	STAT5B	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
TFF3	CXCR4	LCK	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
ZG16B	CXCR4	LCK	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
TFF3	CXCR4	RAC2	CD28	IFNG,PRF1
ZG16B	CXCR4	RAC2	CD28	IFNG,PRF1
TFF3	CXCR4	VAV1	CD28	IFNG,PRF1
ZG16B	CXCR4	VAV1	CD28	IFNG,PRF1
TFF3	CXCR4	GNG4	CD28	IFNG,PRF1
ZG16B	CXCR4	GNG4	CD28	IFNG,PRF1
TFF3	CXCR4	PIK3R6	CD28	IFNG,PRF1
ZG16B	CXCR4	PIK3R6	CD28	IFNG,PRF1
TFF3	CXCR4	LCK	CD28	IFNG,PRF1
ZG16B	CXCR4	LCK	CD28	IFNG,PRF1
TFF3	CXCR4	KLRC2	CD28	IFNG,PRF1
ZG16B	CXCR4	KLRC2	CD28	IFNG,PRF1
TFF3	CXCR4		STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
ZG16B	CXCR4		STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
TFF3	CXCR4	RAC2	CD80	IFNG,PRF1
ZG16B	CXCR4	RAC2	CD80	IFNG,PRF1
TFF3	CXCR4	VAV1	CD80	IFNG,PRF1
ZG16B	CXCR4	VAV1	CD80	IFNG,PRF1
TFF3	CXCR4	GNG4	CD80	IFNG,PRF1
ZG16B	CXCR4	GNG4	CD80	IFNG,PRF1
TFF3	CXCR4	PIK3R6	CD80	IFNG,PRF1
ZG16B	CXCR4	PIK3R6	CD80	IFNG,PRF1
TFF3	CXCR4	LCK	CD80	IFNG,PRF1
ZG16B	CXCR4	LCK	CD80	IFNG,PRF1
TFF3	CXCR4	KNTC1	CD80	IFNG,PRF1
ZG16B	CXCR4	KNTC1	CD80	IFNG,PRF1
TFF3	CXCR4	KLRC2	CD80	IFNG,PRF1
ZG16B	CXCR4	KLRC2	CD80	IFNG,PRF1
TFF3	CXCR4	PTPN6	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
ZG16B	CXCR4	PTPN6	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
TFF3	CXCR4	STAT5A	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
ZG16B	CXCR4	STAT5A	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
TFF3	CXCR4	STAT5B	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
ZG16B	CXCR4	STAT5B	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
TFF3	CXCR4	LCK	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
ZG16B	CXCR4	LCK	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
TFF3	CXCR4	LCK,SLAMF1	CHRNA5	CASP1
ZG16B	CXCR4	LCK,SLAMF1	CHRNA5	CASP1
TFF3	CXCR4	STAT5A	CD247	IFNG,FASLG,PRF1
ZG16B	CXCR4	STAT5A	CD247	IFNG,FASLG,PRF1
TFF3	CXCR4	RAC2	CD247	IFNG,FASLG,PRF1
ZG16B	CXCR4	RAC2	CD247	IFNG,FASLG,PRF1
TFF3	CXCR4	VAV1	CD247	IFNG,FASLG,PRF1
ZG16B	CXCR4	VAV1	CD247	IFNG,FASLG,PRF1
TFF3	CXCR4	GNG4	CD247	IFNG,FASLG,PRF1
ZG16B	CXCR4	GNG4	CD247	IFNG,FASLG,PRF1
TFF3	CXCR4	STAT5B	CD247	IFNG,FASLG,PRF1
ZG16B	CXCR4	STAT5B	CD247	IFNG,FASLG,PRF1
TFF3	CXCR4	PIK3R6	CD247	IFNG,FASLG,PRF1
ZG16B	CXCR4	PIK3R6	CD247	IFNG,FASLG,PRF1
TFF3	CXCR4	LCK	CD247	IFNG,FASLG,PRF1
ZG16B	CXCR4	LCK	CD247	IFNG,FASLG,PRF1
TFF3	CXCR4	KLRC2	CD247	IFNG,FASLG,PRF1
ZG16B	CXCR4	KLRC2	CD247	IFNG,FASLG,PRF1
TFF3	CXCR4	CAV1	FYN	IRF7
ZG16B	CXCR4	CAV1	FYN	IRF7
TFF3	CXCR4	PTPN6	FYN	IRF7
ZG16B	CXCR4	PTPN6	FYN	IRF7
TFF3	CXCR4	STAT5A	FYN	IRF7
ZG16B	CXCR4	STAT5A	FYN	IRF7
TFF3	CXCR4	RAC2	FYN	IRF7
ZG16B	CXCR4	RAC2	FYN	IRF7
TFF3	CXCR4	VAV1	FYN	IRF7
ZG16B	CXCR4	VAV1	FYN	IRF7
TFF3	CXCR4	GNG4	FYN	IRF7
ZG16B	CXCR4	GNG4	FYN	IRF7
TFF3	CXCR4	STAT5B	FYN	IRF7
ZG16B	CXCR4	STAT5B	FYN	IRF7
TFF3	CXCR4	PIK3R6	FYN	IRF7
ZG16B	CXCR4	PIK3R6	FYN	IRF7
TFF3	CXCR4	LCK	FYN	IRF7
ZG16B	CXCR4	LCK	FYN	IRF7
TFF3	CXCR4	GNG2	FYN	IRF7
ZG16B	CXCR4	GNG2	FYN	IRF7
TFF3	CXCR4	KLRC2	FYN	IRF7
ZG16B	CXCR4	KLRC2	FYN	IRF7
TFF3	CXCR4	BIRC3	MYD88	IFIT2,ISG15,MIR146A
ZG16B	CXCR4	BIRC3	MYD88	IFIT2,ISG15,MIR146A
TFF3	CXCR4	LCK,ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
ZG16B	CXCR4	LCK,ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
TFF3	CXCR4	STAT5A	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
ZG16B	CXCR4	STAT5A	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
TFF3	CXCR4	STAT5B	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
ZG16B	CXCR4	STAT5B	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
TFF3	CXCR4	BIRC3,LY96	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
ZG16B	CXCR4	BIRC3,LY96	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
TFF3	CXCR4	BIRC3,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
ZG16B	CXCR4	BIRC3,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
TFF3	CXCR4	LCK,CD48	IL18RAP	IFNG
ZG16B	CXCR4	LCK,CD48	IL18RAP	IFNG
TFF3	CXCR4	PTPN6	CD3D	IFNG,PRF1
ZG16B	CXCR4	PTPN6	CD3D	IFNG,PRF1
TFF3	CXCR4	PIK3R6	CD3D	IFNG,PRF1
ZG16B	CXCR4	PIK3R6	CD3D	IFNG,PRF1
TFF3	CXCR4	LCK	CD3D	IFNG,PRF1
ZG16B	CXCR4	LCK	CD3D	IFNG,PRF1
TFF3	CXCR4	GNG2	CD3D	IFNG,PRF1
ZG16B	CXCR4	GNG2	CD3D	IFNG,PRF1
TFF3	CXCR4	CD74,HSPA1A	P2RX7	ENPP2
ZG16B	CXCR4	CD74,HSPA1A	P2RX7	ENPP2
TFF3	CXCR4	CAV1,ITGB2	P2RX7	ENPP2
ZG16B	CXCR4	CAV1,ITGB2	P2RX7	ENPP2
TFF3	CXCR4	VAV1,ITGB2	P2RX7	ENPP2
ZG16B	CXCR4	VAV1,ITGB2	P2RX7	ENPP2
TFF3	CXCR4	LCK,ITGB2	P2RX7	ENPP2
ZG16B	CXCR4	LCK,ITGB2	P2RX7	ENPP2
TFF3	CXCR4	GNG4,MYO15A	P2RX7	ENPP2
ZG16B	CXCR4	GNG4,MYO15A	P2RX7	ENPP2
TFF3	CXCR4	GNG2,MYO15A	P2RX7	ENPP2
